-14.5     -15.0
-14.549631560372706     -15.217182569714229
-14.682220357886399     -15.386026034171469
-14.837587192837661     -15.47288696331116
-14.965615772971791     -15.498816323842426
-15.06388396947904     -15.49590204521014
-15.167146997401272     -15.471234422829806
-15.268389374273815     -15.42186152203882
-15.359014427650386     -15.348006667664379
-15.430719396362388     -15.253930702352474
-15.477774996950941     -15.14741455928275
-15.498567924862565     -15.037815662075861
-15.495573831315175     -14.933617941312445
-15.472436452965027     -14.83628134526016
-15.413675476889724     -14.719157339743301
-15.298096417388921     -14.598579365328723
-15.11509211374387     -14.513426464597623
-14.892472512928782     -14.511699027725575
-14.694083572509557     -14.604506460999065
-14.569083134923657     -14.746404543824664
-14.51757983430511     -14.868581646141362
